0.078847, -1.392177, -0.563644, 0.842253, 0.067275, 0.013268, -0.526875, -1.382893, 0.368132, 0.273973, 0.740997, 1.400985, 1.674633, 1.484115, 1.400614, 1.351839, 1.177493, -0.360916, 0.231452, 0.236298, -0.560885, 1.158505, 0.413784, -0.613893, -0.894813, 0.031025, 0.596191, 0.426710, 0.585252, 0.067430, 0.569395, -0.557514, -0.997986, -0.374599, -0.053858, -0.264126, 0.083569, -0.122732, 0.014233, 0.921978, -1.001321, -0.902219, -0.742853, 0.443127, 0.382372, 0.318906, 0.410060, 0.601570, 0.414385, 0.455138, 0.294527, 0.641630, -0.065198, -0.480806, -0.264498, -0.296377, 0.336412, 0.388284, 1.137436, 0.402823
-0.349275, -0.649020, 0.542710, 0.511731, 0.141966, 0.767344, 0.728269, 0.178485, 0.205150, -0.376639, -0.123559, -0.460083, 0.112259, 0.799567, 0.608174, -0.845869, 0.166518, -0.036471, 0.642732, 0.519746, 0.347339, 0.455410, -0.994754, -0.437835, 0.662933, -0.357271, -0.252623, -0.144834, 0.162676, 0.910735, 0.325264, -0.283640, -0.569987, 0.522625, 0.603811, 0.525365, 0.389880, 0.422726, -0.950312, -0.607581, -0.215468, -0.391066, 1.247713, -0.641656, 0.653778, 0.181993, 0.466838, 0.378741, 0.335548, 0.802080, 1.039443, 0.746726, 1.052443, -0.158017, -0.052937, -0.053097, -0.135275, 0.034736, 0.015579, 0.069996
-0.015483, 0.083437, 0.565930, 0.819678, 0.963688, 0.984787, 0.983883, 0.960446, 1.001268, 0.932385, 1.169107, 0.397002, -0.137484, 0.545639, 0.948116, 1.026858, 1.018692, 1.016990, 0.981635, 1.036292, 0.991250, 1.042925, 1.070837, 1.080368, 1.081686, 1.065639, 1.002471, 1.045465, 0.943351, 0.914641, 1.008480, 1.188923, 1.251229, 1.304977, 1.260236, 1.068952, 0.984021, 0.521219, -0.047789, -0.264440, -0.251679, -0.266438, -0.108699, 0.126720, 0.497843, 0.703701, 0.563901, 0.903614, 0.582333, -0.560910, 0.108574, -0.052256, 0.518439, 0.615600, 0.468006, -0.416710, -0.735951, 0.707645, 0.488808, 0.455582
-0.445560, -0.318947, 0.734654, 0.488860, -0.479114, 0.458399, 0.259915, 0.162896, 0.285088, 0.215705, 0.397099, 0.436066, 0.467079, 0.385663, 0.307461, 0.449828, 1.713575, -0.169671, -0.285254, 0.507366, -0.316860, -0.363007, 0.201725, 0.238350, 0.380985, -0.211025, -0.927377, 1.101820, 0.478510, 0.377586, -0.299638, -0.423360, -0.484046, -0.921226, 0.761084, -0.170910, 0.111687, -0.964138, 1.258001, -0.616737, 0.052032, -0.083227, 0.749129, 0.762614, 0.726317, 0.842482, 0.846886, 0.834088, 0.726138, 0.708918, 0.741235, 0.697720, 0.674616, 0.712950, 0.758361, 0.773938, 0.794788, 0.792749, 0.758402, 1.434522
1.453455, -0.520941, -0.519171, 0.444933, -0.911061, -0.235117, -0.171028, -0.158063, 0.153416, -0.090054, 0.360971, -0.205843, -0.872394, 0.669841, -1.170486, 0.023012, 0.305265, -0.241036, 0.242313, 0.286877, 0.252359, 0.274180, -0.948224, -0.246547, -0.280811, -0.632173, -0.045822, -0.054312, -0.142531, 0.053994, 0.402558, 0.261280, -1.071528, -0.689812, 0.140433, 0.482850, -0.289357, 1.431311, -0.918427, -0.835630, -0.687227, -0.534914, 0.334389, 0.282101, 0.393508, 0.570541, -0.667573, -0.206188, 0.809760, 1.005452, 0.642499, -0.468461, -0.037448, 0.007145, 0.853793, 0.910858, -0.635558, 0.364176, 0.718803, 0.399833
-0.000092, -0.178514, -0.256553, 0.151697, 0.944811, 0.535293, 0.171255, -0.992565, -0.421689, 0.578871, 0.701468, 0.622295, 0.291718, -0.078245, -0.488103, -0.076973, 0.220852, 0.561568, 0.988105, 0.009816, -1.590877, -0.095480, 0.536020, 0.047894, 0.492094, 0.196551, -0.517059, -0.545131, -0.737511, -0.500728, 0.384222, 0.459841, 0.425162, 0.432282, -1.280872, 0.278068, 0.760558, 0.576589, 0.326373, -0.896042, -0.210214, -0.498982, 0.054251, 0.534976, 0.588564, -0.182776, -0.769255, 0.194603, 0.790503, -0.273403, 0.619706, 0.078500, -0.786692, 0.028205, -0.014529, -0.179304, 0.546619, 0.163655, 0.312462, -1.900202
0.100749, 0.742572, 0.026204, 0.129520, -0.543573, -0.470147, -0.446411, 0.221021, 0.122089, 0.847508, -1.151958, -0.063015, 0.746985, 0.474491, 0.313870, -0.533863, -0.481170, -0.284808, 0.381022, 0.538937, 0.636268, -0.822102, -0.436869, 0.333661, 0.771066, 0.273413, -0.262576, -0.310206, -0.396313, -0.368357, -0.170193, 0.220448, 0.361336, 0.193577, -1.543422, 0.167370, 0.869918, 0.364829, 0.467849, -0.496231, -0.779066, -0.794278, -0.397018, -0.271073, 0.544004, 0.189701, 0.414175, -1.945589, 0.169954, 0.396874, 0.285881, 0.584084, -0.573811, -0.489543, -0.566366, -0.490624, 0.104560, 0.141364, 0.323372, 0.205596
-1.706080, 0.278019, 0.616483, 0.656530, -0.561705, -0.609966, -0.610347, -0.609380, 0.277070, 0.356801, 0.622343, -1.294199, -0.364782, 0.642528, 0.317332, 0.219434, -0.637316, -0.429228, -0.544930, 0.090561, 0.688889, 0.851650, -0.372732, -0.373097, 0.857774, 0.879954, -0.607128, -0.190111, -0.060944, 0.494172, 0.546805, -1.146168, 0.559606, 0.341452, 0.701536, 0.403308, -0.897526, -0.669005, -0.135238, 0.417711, 0.418540, 0.550455, 0.426957, -1.648041, 0.658795, 0.859156, -0.138059, -0.176662, -0.208579, -0.606884, 0.188728, 0.278301, 0.421369, 0.618776, -1.245398, 0.044652, 0.671773, 0.889617, 0.307159, -0.882727
-0.867871, -0.531948, 0.355707, 0.242362, 0.494409, 0.764531, -1.618681, 0.223401, 0.957920, 0.405178, -0.108956, -0.621992, -0.182080, -0.187131, -0.382685, 0.651836, 0.542069, -0.051166, -0.976383, 0.965208, 0.515788, 0.386053, -0.686881, -0.361431, -0.155347, 0.174273, 0.370114, 0.621227, 0.188078, -0.921654, 1.079701, 0.703560, -0.309969, 0.026704, -0.533220, 0.182714, 0.499994, 1.067603, -1.506106, 0.452942, 0.507071, 0.806036, -0.612176, -0.495671, -0.070776, 0.071961, 0.627404, -0.650628, 0.198502, 1.091448, 0.239412, -0.711496, -0.201950, 0.176086, 0.488840, -0.599334, 0.741309, -0.093008, -0.085690, 0.128717
0.341321, 0.122959, 0.596753, 0.119117, -0.693613, 1.149364, 0.823812, -0.233686, -0.291282, 0.348735, 0.349705, 0.997453, -1.596946, 1.001031, 0.344828, 0.584204, -0.299543, -0.235457, 0.068520, 0.410206, 1.036660, -1.463397, 1.007258, 0.805802, -0.320900, -1.172125, -1.232953, -0.327733, 0.642493, 0.536608, -1.092679, 1.280875, 0.869186, -0.421478, -0.383940, 0.287012, 0.484626, 0.748020, -0.867746, 0.591476, 0.508415, 0.054414, -0.382242, -0.161331, 0.215187, 0.617346, 0.773541, -0.942274, 0.765236, 0.718373, 0.416047, -0.972536, -0.487765, -0.326507, 0.027711, 0.194071, 0.186027, 0.770991, 0.676683, 1.320459
